0.008130854	2	-0.6812204
0.07064578	2	-0.6893316
0.1315701	2	-0.7046932
0.191	2	-0.7258331
0.2497954	2	-0.7497309
0.3091392	2	-0.7722382
0.3699408	2	-0.7890896
0.4323495	2	-0.7970819
0.4955959	2	-0.7948753
0.5582497	2	-0.7830628
0.6188115	2	-0.7635283
0.6763718	2	-0.7384508
0.7309799	2	-0.7094309
0.7834381	2	-0.6770786
0.8345117	2	-0.6411241
0.8839074	2	-0.6008688
0.9296145	2	-0.5556983
0.968126	2	-0.5054473
0.9956325	2	-0.4505354
1.009708	2	-0.3919054
1.010621	2	-0.3308295
1.001508	2	-0.2686409
0.9872003	2	-0.2064445
0.9722554	2	-0.1448827
0.9592267	2	-0.0840463
0.9480733	2	-0.0235928
0.9369705	2	0.03696326
0.9239525	2	0.09792769
0.9083599	2	0.1592502
0.8912326	2	0.2205958
0.8744904	2	0.2816072
0.8595076	2	0.3421614
0.8460313	2	0.4024148
0.8321076	2	0.4625628
0.8149862	2	0.5224459
0.7923489	2	0.5812587
0.7630749	2	0.6375685
0.727163	2	0.6896434
0.6850716	2	0.7358691
0.6371255	2	0.7749628
0.5835077	2	0.8058391
0.5248196	2	0.827271
0.4626638	2	0.8377121
0.3996112	2	0.8356295
0.3383402	2	0.820404
0.2803948	2	0.7934447
0.2253945	2	0.7588936
0.1713275	2	0.723364
0.1158639	2	0.69457
0.05790148	2	0.6792542
-0.05790148	2	0.6792542
-0.1158639	2	0.69457
-0.1713275	2	0.723364
-0.2253945	2	0.7588936
-0.2803948	2	0.7934447
-0.3383402	2	0.820404
-0.3996112	2	0.8356295
-0.4626638	2	0.8377121
-0.5248196	2	0.827271
-0.5835077	2	0.8058391
-0.6371255	2	0.7749628
-0.6850716	2	0.7358691
-0.727163	2	0.6896434
-0.7630749	2	0.6375685
-0.7923489	2	0.5812587
-0.8149862	2	0.5224459
-0.8321076	2	0.4625628
-0.8460313	2	0.4024148
-0.8595076	2	0.3421614
-0.8744904	2	0.2816072
-0.8912326	2	0.2205958
-0.9083599	2	0.1592502
-0.9239525	2	0.09792769
-0.9369705	2	0.03696326
-0.9480733	2	-0.0235928
-0.9592267	2	-0.0840463
-0.9722554	2	-0.1448827
-0.9872003	2	-0.2064445
-1.001508	2	-0.2686409
-1.010621	2	-0.3308295
-1.009708	2	-0.3919054
-0.9956325	2	-0.4505354
-0.968126	2	-0.5054473
-0.9296145	2	-0.5556983
-0.8839074	2	-0.6008688
-0.8345117	2	-0.6411241
-0.7834381	2	-0.6770786
-0.7309799	2	-0.7094309
-0.6763718	2	-0.7384508
-0.6188115	2	-0.7635283
-0.5582497	2	-0.7830628
-0.4955959	2	-0.7948753
-0.4323495	2	-0.7970819
-0.3699408	2	-0.7890896
-0.3091392	2	-0.7722382
-0.2497954	2	-0.7497309
-0.191	2	-0.7258331
-0.1315701	2	-0.7046932
-0.07064578	2	-0.6893316
-0.008130854	2	-0.6812204
